StockIndexAdjD,SP500,N225,FTSE100,CAC40,GDAX,HSI
1996-03-07,653.65,19957,3758.2,2008,2480.9,11194.5
1996-03-08,633.5,20156,3710.3,1975.5,2469.1,11217.8
1996-03-11,640.02,19796,3674.5,1948.9,2407.8,10397.5
1996-03-12,637.09,19950,3639.5,1932.1,2436,10602.5
1996-03-13,638.55,19735,3640.3,1944.3,2426.4,10249.5
1996-03-14,640.87,19924,3681.8,1962.4,2426.5,10451.8
1996-03-15,641.43,20191,3644.8,1950.1,2458.2,10557.6
1996-03-18,652.65,20285,3669.6,1965,2463.2,10601.3
1996-03-19,651.69,20443,3693,1967.2,2493.3,10880.5
1996-03-20,649.98,20443,3685.4,1969.8,2485.9,10836.5
1996-03-21,649.19,20728,3698.3,1976.9,2504.1,11028
1996-03-22,650.62,20701,3707,1974.4,2504.2,11026.7
1996-03-25,650.04,20915,3681.9,2003.8,2510.3,11111.8
1996-03-26,652.97,21015,3660.9,2008,2499.3,10984.5
1996-03-27,648.91,21330,3672.4,2030.5,2525.4,11066.6
1996-03-28,648.94,21296,3672.6,2020,2508.4,11030.6
1996-03-29,645.5,21407,3699.7,2044.8,2485.9,10957.2
1996-04-01,653.73,21560,3718.4,2055.6,2489.1,10926.8
1996-04-02,655.26,21600,3728.5,2070.4,2501.2,11144.6
1996-04-03,655.88,21465,3725.1,2064,2494.4,11139.9
1996-04-04,655.86,21471,3755.6,2075,2495.2,11139.9
1996-04-05,655.86,21696,3755.6,2075,2495.2,11139.9
1996-04-08,644.24,21424,3755.6,2075,2495.2,11139.9
1996-04-09,642.19,21744,3758.6,2081.7,2503.3,11107.4
1996-04-10,633.5,21792,3767.4,2093.9,2530,11077.6
1996-04-11,631.18,21694,3744.2,2072.5,2509.7,10892.6
1996-04-12,636.71,21660,3766.8,2074.7,2511.8,10849.8
1996-04-15,642.49,21883,3790.5,2080.6,2545.9,10949.6
1996-04-16,645,21868,3825.3,2097.3,2538.4,11033
1996-04-17,641.61,21816,3805.6,2075.1,2524.2,10962.7
1996-04-18,643.61,21813,3820.7,2086,2535.5,10909.3
1996-04-19,645.07,21884,3857.1,2092.5,2536.5,10818.5
1996-04-22,647.89,22124,3852.7,2116.5,2545.9,10910
1996-04-23,651.58,22120,3833,2112,2550.2,10889.1
1996-04-24,650.17,22282,3817.6,2122.1,2538.3,10898.7
1996-04-25,652.87,22230,3819.3,2116.4,2532.4,10753.4
1996-04-26,653.46,22235,3832.8,2138.4,2537.2,10732.8
1996-04-29,654.16,22235,3809.2,2130.8,2506.5,10835.8
1996-04-30,654.17,22041,3817.9,2146.8,2505.3,10964.5
1996-05-01,654.58,21815,3806,2146.8,2505.3,10907
1996-05-02,643.38,21662,3776.4,2136.8,2502.3,10929.9
1996-05-03,641.63,21662,3751.6,2115.4,2457.5,10734.2
1996-05-06,640.81,21662,3751.6,2090.4,2468.9,10697.5
1996-05-07,638.26,21495,3723,2083.7,2479.5,10702.2
1996-05-08,644.77,21729,3707.3,2083.7,2472.6,10617.3
1996-05-09,645.44,21412,3728.3,2085.4,2469.4,10573
1996-05-10,652.09,21420,3754.4,2114.8,2468.8,10597.7
1996-05-13,661.51,21172,3739.2,2100.9,2496.2,10746
1996-05-14,665.6,21301,3759.7,2122.1,2519.7,10817.9
1996-05-15,665.42,22056,3776.2,2124.6,2528.8,10863.8
1996-05-16,664.85,22147,3753.6,2124.6,2528.8,10833.4
1996-05-17,668.91,21917,3789.6,2136.9,2537.3,10816.9
1996-05-20,673.15,21979,3778.2,2120.6,2550,10987.6
1996-05-21,672.76,22092,3789.4,2129.7,2570.8,11088.8
1996-05-22,678.42,21958,3764.2,2103.5,2556.9,11082.8
1996-05-23,676,21724,3747,2114.5,2560.5,11030.8
1996-05-24,678.51,21798,3752.1,2117.7,2542.2,11019.2
1996-05-27,678.51,21700,3752.1,2117.7,2542.2,11081.7
1996-05-28,672.23,21945,3760.2,2132.9,2558.3,11107
1996-05-29,667.93,22022,3775.7,2117.1,2551.5,11200.6
1996-05-30,671.7,21886,3746.7,2108.4,2527.3,11157.1
1996-05-31,669.12,21956,3747.8,2110.1,2542.8,11264.7
1996-06-03,667.68,21589,3739.2,2121.1,2532.8,11059.8
1996-06-04,672.56,21858,3755.2,2111,2546.3,11086.9
1996-06-05,678.44,21881,3753.4,2115.4,2552.5,11092.5
1996-06-06,673.03,21804,3760.3,2133.2,2552.5,11225.8
1996-06-07,673.31,21752,3706.8,2102,2557.4,11196.6
1996-06-10,672.16,21719,3728.8,2120.8,2558.8,11143.2
1996-06-11,670.97,21818,3755.7,2137.5,2546.4,10993.6
1996-06-12,669.04,22105,3769.2,2137.3,2568.9,10958.7
1996-06-13,667.92,22082,3761.7,2126.2,2567.5,10866
1996-06-14,665.85,22289,3753.6,2111.8,2548.8,10865
1996-06-17,665.16,22245,3761.5,2113,2546.1,10865
1996-06-18,662.06,22332,3756.4,2107.9,2549.3,10952.8
1996-06-19,661.96,22367,3753.2,2100.7,2554.3,10904.5
1996-06-20,662.1,22437,3727.5,2077.1,2539.7,10904.5
1996-06-21,666.84,22531,3722.3,2084.2,2540.1,10855.3
1996-06-24,668.85,22603,3710.8,2097.6,2566.4,10959.7
1996-06-25,668.48,22597,3679.5,2118.4,2573,10982.8
1996-06-26,664.39,22667,3695.5,2113.3,2573.7,11059.9
1996-06-27,668.55,22502,3678.8,2112.9,2551.6,11002.5
1996-06-28,670.63,22531,3711,2123.7,2561.4,11020.9
1996-07-01,675.88,22456,3725.6,2118.8,2564,11002.6
1996-07-02,673.61,22348,3725.7,2111.8,2572.3,11084.4
1996-07-03,672.4,22379,3714.1,2114,2569,11063.3
1996-07-04,672.4,22293,3760.6,2126.8,2577.4,11181.8
1996-07-05,657.44,22232,3743.2,2098.8,2583.5,11177.1
1996-07-08,652.54,21925,3741.5,2079.1,2551,10890.1
1996-07-09,654.75,21920,3752.3,2076.6,2562.2,10929.6
1996-07-10,656.06,21779,3765.8,2081.9,2567.4,10911.8
1996-07-11,645.67,21893,3749,2073.4,2575.5,10921.4
1996-07-12,646.19,21656,3728.3,2050.6,2544.3,10802.7
1996-07-15,629.8,21753,3698.3,2029.5,2550.5,10800.1
1996-07-16,628.37,21406,3632.3,1989.5,2469.8,10628
1996-07-17,634.07,21413,3658.2,1995.1,2497.2,10609.1
1996-07-18,643.56,21566,3693.4,2007.3,2506.2,10711.2
1996-07-19,638.73,21476,3710.5,1992.8,2520.2,10845.3
1996-07-22,633.77,21006,3681.3,1960.3,2482.4,10798.3
1996-07-23,626.87,21164,3708.4,1982.2,2475.1,10865.3
1996-07-24,626.65,20631,3668.8,1954.1,2447.8,10699.9
1996-07-25,631.17,20884,3684.7,1974.7,2465,10707
1996-07-26,635.9,21125,3673.3,1962.9,2470.3,10705.6
1996-07-29,630.91,20968,3678.8,1961.1,2477.8,10651.8
1996-07-30,635.26,20880,3668.5,1968.5,2457.5,10585.9
1996-07-31,639.95,20693,3703.2,1995.9,2473.4,10681.4
1996-08-01,650.02,20985,3734.4,2009.9,2494.5,10789.9
1996-08-02,662.49,20940,3770.6,2023.4,2508.7,10962
1996-08-05,660.23,21077,3788.3,2013.2,2520.9,11071.4
1996-08-06,662.38,20745,3788.4,1999.3,2522.5,11134.6
1996-08-07,664.16,20478,3811.1,1996.7,2531.9,11127.5
1996-08-08,662.59,20731,3811.4,1997.4,2538.2,11164.4
1996-08-09,662.1,20551,3810.7,1985.4,2525.6,11104
1996-08-12,665.77,20667,3803.3,1978.2,2528.2,11181.9
1996-08-13,660.2,20865,3823.4,1980.6,2539.4,11165.7
1996-08-14,662.05,20981,3830.3,1979.5,2538.7,11166.8
1996-08-15,662.28,20968,3837.4,1979.5,2546.3,11158.4
1996-08-16,665.21,20834,3872.9,1979.5,2548.4,11176
1996-08-19,666.58,21106,3863.7,1986.2,2562.8,11213.5
1996-08-20,665.69,21127,3883.2,2019.3,2560.3,11312.5
1996-08-21,665.07,21275,3872.1,2000.6,2543.7,11436.5
1996-08-22,670.68,21363,3891.1,2017.8,2557.3,11478.8
1996-08-23,667.03,21229,3907.5,2020.8,2555.2,11424.6
1996-08-26,663.88,20884,3907.5,2020.4,2552.4,11424.6
1996-08-27,666.4,20910,3905.7,2018,2558.8,11338.9
1996-08-28,664.81,20710,3918.7,2002.9,2563.2,11379.5
1996-08-29,657.4,20553,3885,1977.6,2560.1,11328.2
1996-08-30,651.99,20167,3867.6,1970.6,2543.8,11159
1996-09-02,651.99,20107,3884.4,1977,2532.9,11106.6
1996-09-03,654.72,20198,3855.9,1971.4,2510.8,10957.2
1996-09-04,655.61,20202,3872.7,1984.8,2532.4,11077
1996-09-05,649.44,20380,3887.2,1996.2,2529.5,11040.5
1996-09-06,655.68,20153,3893,2004.8,2517,11025.6
1996-09-09,663.76,20202,3910.8,2020.3,2548.7,11212.6
1996-09-10,663.81,20560,3916.1,2042.1,2570.1,11223.6
1996-09-11,667.28,20571,3905.6,2038.1,2566.8,11236.4
1996-09-12,671.15,20444,3932.6,2065.4,2570.3,11251.7
1996-09-13,680.54,20843,3967.9,2080.4,2596,11369
1996-09-16,683.98,20843,3977.2,2086.2,2629.9,11567.9
1996-09-17,682.94,21311,3972.3,2080.9,2628.1,11621.6
1996-09-18,681.47,21157,3955.7,2072.7,2625.7,11594
1996-09-19,683,21323,3974.3,2082.3,2624.4,11586.7
1996-09-20,687.03,21112,3964.1,2079.5,2646.1,11592.4
1996-09-23,686.48,21112,3919.7,2067.1,2627,11622.1
1996-09-24,685.61,21172,3910.5,2081.5,2638.5,11546.7
1996-09-25,685.83,21351,3935.7,2103.4,2659,11603.5
1996-09-26,685.86,21461,3933.2,2104.1,2666.6,11636.1
1996-09-27,686.19,21547,3946.4,2107.1,2659,11759.4
1996-09-30,687.33,21556,3953.7,2132.8,2651.9,11902.4
1996-10-01,689.08,21463,3992.2,2123.2,2655.7,11921.2
1996-10-02,694.01,21499,4015.1,2141.8,2676.5,11951.9
1996-10-03,692.78,21332,4000,2136.1,2676.5,12014.6
1996-10-04,701.46,21148,4024.8,2152.7,2683.3,11905.5
1996-10-07,703.34,21161,4031.5,2151.6,2702.6,12133.1
1996-10-08,700.64,21039,4035.6,2161.5,2691.2,12106.8
1996-10-09,696.74,20871,4009.3,2146.7,2703,12250.6
1996-10-10,694.61,20871,3994.7,2135.6,2680.8,12242.5
1996-10-11,700.66,20968,4028.1,2147.1,2686,12218.4
1996-10-14,703.54,21029,4038.7,2143.6,2693.9,12330.4
1996-10-15,702.57,21430,4050.8,2168.3,2728.5,12490.7
1996-10-16,704.41,21397,4024.4,2158.5,2714.9,12396.2
1996-10-17,706.99,21424,4042.1,2165.3,2716.3,12436.8
1996-10-18,710.82,21612,4053.1,2185.2,2734.8,12510.1
1996-10-21,709.85,21303,4073.1,2180.2,2729,12510.1
1996-10-22,706.57,21124,4057.2,2175.6,2719,12444.7
1996-10-23,707.27,21082,4028.4,2148.9,2699.5,12492.4
1996-10-24,702.29,21003,3999.4,2151.6,2678.4,12473.6
1996-10-25,700.92,20740,4022.4,2162.4,2674.2,12388.4
1996-10-28,697.26,20885,4025.3,2150.4,2703.8,12262.8
1996-10-29,701.5,20958,3993.5,2125.7,2673.6,12192.2
1996-10-30,700.9,20682,3963.9,2124.8,2678.7,12405.5
1996-10-31,705.27,20467,3979.1,2140.5,2659.3,12477.6
1996-11-01,703.77,20633,3948.5,2140.5,2683.3,12529.3
1996-11-04,706.73,20633,3928.1,2142.2,2671.9,12559.4
1996-11-05,714.14,20592,3921.1,2187.3,2691.3,12502.7
1996-11-06,724.59,20992,3935.7,2213.4,2729.2,12775.5
1996-11-07,727.65,20771,3900.4,2211.8,2713.2,12735.3
1996-11-08,730.82,21201,3910.8,2205.2,2739.8,12751.2
1996-11-11,731.87,21065,3914.4,2205.2,2728.3,12771.9
1996-11-12,729.56,21206,3934.3,2229.1,2734.3,12806.3
1996-11-13,731.13,20979,3926.9,2217.2,2773.4,12943.7
1996-11-14,735.88,21031,3926.1,2218.2,2777,13004.8
1996-11-15,737.62,20930,3958.2,2240.3,2795.8,12889.4
1996-11-18,737.02,20796,3962.1,2228.8,2763.8,13042.8
1996-11-19,742.16,20956,3978.1,2240.1,2764.1,13056.9
1996-11-20,743.95,21190,3962.8,2233.4,2774.5,13167.2
1996-11-21,742.75,21143,3953.8,2233.6,2772.3,13099.6
1996-11-22,748.73,21216,4018.7,2255.5,2763.7,13116.8
1996-11-25,757.03,21294,4054.6,2277.1,2799.2,13239.4
1996-11-26,755.96,21418,4068.4,2275.1,2810.6,13485.3
1996-11-27,755,21345,4049.2,2270.8,2797,13531
1996-11-28,755,21036,4050.2,2290.3,2817.5,13310.8
1996-11-29,757.02,21020,4058,2315.7,2845.5,13393.9
1996-12-02,756.56,20675,4038.5,2318.6,2858.6,13517.6
1996-12-03,748.28,20631,4061.5,2349.1,2887,13456.3
1996-12-04,745.1,20660,4045.2,2308.7,2866.1,13434.2
1996-12-05,744.38,20944,4051.2,2292.5,2909.9,13491.6
1996-12-06,739.6,20277,3963,2240.7,2792,13102.7
1996-12-09,749.76,20604,4011.6,2255.8,2857.2,13144.2
1996-12-10,747.54,20822,4035.7,2251.4,2891,13342.5
1996-12-11,740.73,20568,3982.5,2213.3,2841.1,13189.6
1996-12-12,729.3,20501,3990.7,2212.1,2847.1,13053.3
1996-12-13,728.64,20341,3972.4,2203.4,2799.7,12784.1
1996-12-16,720.98,20422,3993.8,2222.6,2855.8,12937.5
1996-12-17,726.04,20413,3979.6,2193.7,2815.1,12815.4
1996-12-18,731.54,20093,4018.2,2218.9,2820.8,12766
1996-12-19,745.76,19571,4051.3,2248.7,2807.8,12846.6
1996-12-20,748.87,19690,4077.6,2278.5,2854.5,13131.4
1996-12-23,746.92,19690,4087.2,2287.4,2845.6,13331.5
1996-12-24,751.03,19162,4092.5,2289.6,2845.6,13341.6
1996-12-25,751.03,19549,4092.5,2289.6,2845.6,13341.6
1996-12-26,755.82,19292,4092.5,2303.8,2845.6,13341.6
1996-12-27,756.79,19369,4091,2307,2852.9,13404.1
1996-12-30,753.85,19361,4115.7,2318.6,2888.7,13480.8
1996-12-31,740.74,19361,4118.5,2315.7,2888.7,13451.5
1997-01-02,737.01,19361,4057.4,2257,2848.8,13203.4
1997-01-03,748.03,19361,4089.5,2282.8,2859.3,13222.8
1997-01-06,747.65,19446,4106.5,2306.7,2881.3,13443.9
1997-01-07,753.23,18896,4078.8,2301.7,2886.1,13420.2
1997-01-08,748.41,18680,4087.5,2331.6,2906.3,13454.9
1997-01-09,754.85,18074,4087,2349.1,2892.6,13198.1
1997-01-10,759.5,17304,4056.6,2327.5,2933.4,13191.5
1997-01-13,759.51,18119,4107.3,2361.3,2955,13289.2
1997-01-14,768.86,18093,4168.2,2402.1,2949,13293.9
1997-01-15,767.2,18093,4158.9,2388,2988.5,13766.7
1997-01-16,769.75,18144,4197.5,2407.8,2993.3,13830.7
1997-01-17,776.17,18090,4207.7,2425.1,3001.4,13856.4
1997-01-20,776.7,17480,4194,2406.1,3030.7,13868.2
1997-01-21,782.72,17358,4195.5,2409.9,2976.7,13732.8
1997-01-22,786.23,18014,4219.1,2442.5,3028.7,13692.8
1997-01-23,777.56,17909,4219.1,2461.3,3033.5,13610.3
1997-01-24,770.52,17689,4218.8,2430.3,2998.2,13379.6
1997-01-27,765.02,17335,4212,2435.2,2994.5,13294.9
1997-01-28,765.02,17797,4237.4,2482.8,2989.3,13403.3
1997-01-29,772.5,18335,4207.5,2465,2999.2,13285.4
1997-01-30,784.17,17864,4228.4,2503.1,3017.3,13288.4
1997-01-31,786.16,18330,4275.8,2516.6,3035.2,13321.8
1997-02-03,786.73,18086,4257.8,2508.6,3062.3,13451.1
1997-02-04,789.26,18314,4260.9,2503.1,3067.1,13548.4
1997-02-05,778.28,18186,4281.5,2541.3,3098,13660.5
1997-02-06,780.15,18038,4265.9,2558.4,3104.1,13660.5
1997-02-07,789.56,17867,4307.8,2597.5,3138,13660.5
1997-02-10,785.43,18181,4307.7,2595.4,3184.4,13643.5
1997-02-11,789.59,18314,4304.3,2582.1,3187.6,13454.2
1997-02-12,802.77,18410,4304.3,2599.3,3216.1,13462.6
1997-02-13,811.82,18688,4327.1,2628.4,3229.5,13240
1997-02-14,808.48,18722,4341,2627.4,3248.2,13113.3
1997-02-17,808.48,18751,4337.8,2634.5,3232.6,13144.6
1997-02-18,816.29,18471,4332.3,2617.5,3276.2,13102.9
1997-02-19,812.49,18599,4357.4,2594.8,3233.8,13106.3
1997-02-20,802.8,19052,4356.1,2575.2,3196,13411.3
1997-02-21,801.77,19035,4336.8,2562.8,3184.1,13444.9
1997-02-24,810.28,18897,4331.1,2567.9,3184.2,13375.7
1997-02-25,812.03,19070,4344.7,2607.7,3233.2,13520.3
1997-02-26,805.68,18991,4329.3,2602.2,3237.9,13541.8
1997-02-27,795.07,19022,4339.2,2629.4,3276.7,13546.6
1997-02-28,790.82,18557,4308.3,2607.8,3259.6,13398.7
1997-03-03,795.31,18429,4307.1,2600.3,3263.9,13507.3
1997-03-04,790.95,18565,4357.7,2651.7,3320.7,13450.1
1997-03-05,801.99,18274,4360.1,2666.2,3365,13410.8
1997-03-06,798.56,18041,4399.3,2698.9,3417.6,13416.4
1997-03-07,804.97,18199,4420.3,2708.3,3376.2,13337.4
1997-03-10,813.65,18114,4437.4,2709.2,3436.1,13268.8
1997-03-11,811.34,18268,4444.3,2686.2,3460.6,13252.2
1997-03-12,804.26,18183,4422.5,2641.7,3415.4,13119.1
1997-03-13,789.56,17900,4397.7,2632.1,3349.8,12917.1
1997-03-14,793.17,17924,4424.3,2645.6,3359.3,12736.5
1997-03-17,795.71,18054,4373.3,2588.4,3351,12838.5
1997-03-18,789.66,18445,4356.8,2574,3291.2,12748.9
1997-03-19,785.77,18494,4332.2,2596.8,3315.9,12651.4
1997-03-20,782.65,18494,4258.1,2553.7,3264.7,12472.3
1997-03-21,784.1,18633,4254.8,2587.1,3298.2,12489.3
1997-03-24,790.89,18044,4214.8,2579.3,3321.8,12749.1
1997-03-25,789.07,18440,4270.7,2624.3,3349.1,12832.5
1997-03-26,790.5,18472,4301.5,2648.7,3418.1,12776.4
1997-03-27,773.88,18210,4312.9,2656.7,3429.1,12534.3
1997-03-28,773.88,18190,4312.9,2656.7,3429.1,12534.3
1997-03-31,757.12,18003,4312.9,2656.7,3429.1,12534.3
1997-04-01,759.64,17870,4248.1,2581.8,3295.9,12074.2
1997-04-02,750.11,18037,4236.6,2530.3,3301.9,12136.3
1997-04-03,750.32,18129,4214.6,2514.5,3215.2,12055.2
1997-04-04,757.9,17861,4236.6,2518,3244.9,12204.6
1997-04-07,762.13,17716,4271.7,2572.3,3312.9,12287.8
1997-04-08,766.12,18022,4269.3,2579,3329.8,12398.6
1997-04-09,760.6,17703,4292.3,2617.6,3359.5,12426.7
1997-04-10,758.34,17486,4313.2,2608,3351.5,12358.7
1997-04-11,737.65,17847,4270.7,2574.6,3340.1,12516.6
1997-04-14,743.73,17692,4251.7,2566.1,3279.9,12296
1997-04-15,754.72,17934,4286.8,2620.6,3327.7,12342
1997-04-16,763.53,18031,4294.6,2621,3353.5,12581.3
1997-04-17,761.77,18093,4298.9,2615.2,3383.3,12516.2
1997-04-18,766.34,18352,4310.5,2547.6,3344.4,12541.1
1997-04-21,760.37,18552,4328.7,2522.7,3347.6,12626
1997-04-22,774.61,18544,4346.1,2514.7,3340.3,12580.9
1997-04-23,773.64,18735,4387.7,2533.6,3396,12707
1997-04-24,771.18,18698,4388.5,2539.8,3397.4,12726.8
1997-04-25,765.37,18613,4369.7,2536.3,3374.1,12645.8
1997-04-28,772.96,18670,4389.7,2550.3,3363.1,12610.2
1997-04-29,794.05,18670,4433.2,2602.9,3383.2,12600.4
1997-04-30,801.34,19151,4436,2639.5,3438.1,12903.3
1997-05-01,798.53,19275,4445,2639.5,3438.1,13020.8
1997-05-02,812.97,19515,4455.6,2655.3,3460.4,13081.7
1997-05-05,830.29,19515,4455.6,2672.8,3528.8,13399.3
1997-05-06,827.76,20181,4519.3,2651.9,3568.3,13579.3
1997-05-07,815.62,20049,4537.5,2643.3,3552,13605.9
1997-05-08,820.26,20062,4580.4,2643.3,3552,13740.3
1997-05-09,824.78,19803,4630.9,2633.9,3562.4,13930.8
1997-05-12,837.66,20144,4669.6,2693.1,3575.4,13987.8
1997-05-13,833.13,20129,4691,2719.6,3595.2,13906.5
1997-05-14,836.04,20210,4686.9,2774.6,3573.7,14153.6
1997-05-15,841.88,20056,4681.2,2776,3562.1,14041.9
1997-05-16,829.75,20325,4693.9,2784.3,3604.6,14062.4
1997-05-19,833.27,20490,4645.2,2784.3,3604.6,14108.8
1997-05-20,841.66,20333,4607.5,2751.1,3543.4,14236.2
1997-05-21,839.35,19842,4642,2786.4,3596.1,14235.5
1997-05-22,835.66,19877,4651.8,2741.7,3579.4,14212
1997-05-23,847.03,20009,4661.8,2762.9,3602.2,14331.7
1997-05-26,847.03,20044,4661.8,2654.7,3657.9,14574.6
1997-05-27,849.71,19890,4681.6,2680.3,3674.4,14540.2
1997-05-28,847.21,20351,4677.5,2583.2,3636.4,14556.5
1997-05-29,844.08,20312,4672.3,2579.2,3636.4,14416.6
1997-05-30,848.28,20069,4621.3,2583.9,3562.7,14757.8
1997-06-02,846.36,20452,4562.8,2601.5,3596.4,14991
1997-06-03,845.48,20563,4557.8,2624.5,3655.6,14760.2
1997-06-04,840.11,20612,4557.1,2635.4,3651.6,14831.6
1997-06-05,843.43,20488,4576.2,2690.9,3684.6,14795.5
1997-06-06,858.01,20486,4645,2719.3,3700.5,14655.1
1997-06-09,862.91,20224,4686.7,2686.2,3668.6,14655.1
1997-06-10,865.27,20533,4739.6,2664.2,3671.2,14439.7
1997-06-11,869.57,20290,4724.8,2696.2,3671.9,14421.5
1997-06-12,883.46,20564,4757.4,2760.3,3737.2,13924.3
1997-06-13,893.27,20528,4783.1,2808.5,3752.4,14112.6
1997-06-16,893.9,20681,4745.1,2795.9,3750,14394.6
1997-06-17,894.42,20594,4682.2,2762.6,3721.2,14307.2
1997-06-18,889.06,20498,4657,2751.7,3730.6,14203.9
1997-06-19,897.99,20508,4653.7,2739.7,3777.6,14506.5
1997-06-20,898.7,20386,4593.9,2757.1,3788.5,15154.4
1997-06-23,878.62,20436,4575.8,2762.2,3748.8,15021.2
1997-06-24,896.34,20342,4596.3,2784.8,3761.1,14891
1997-06-25,888.99,20679,4640,2867.4,3819.5,15065
1997-06-26,883.68,20625,4657.9,2893.6,3820.2,15127
1997-06-27,887.3,20524,4640.3,2891,3809.9,15196.8
1997-06-30,885.14,20605,4604.6,2858.3,3766.9,15196.8
1997-07-01,891.03,20176,4728.3,2944,3834.8,15196.8
1997-07-02,904.03,20196,4751.4,2909.5,3867.5,15196.8
1997-07-03,916.92,20121,4831.7,2937,3939.7,15055.7
1997-07-04,916.92,19968,4812.8,2934.5,3946.7,14823
1997-07-07,912.2,19705,4810.7,2947.7,4003.4,14858.6
1997-07-08,918.75,19854,4758.5,2929.8,4030.1,14792.2
1997-07-09,907.54,19697,4762.4,2950.6,4027,14703.7
1997-07-10,913.78,19755,4767.8,2929.1,4000.7,14839.2
1997-07-11,916.68,19875,4799.5,2941.6,4074.3,15225.3
1997-07-14,918.38,20229,4857.4,2941.6,4142.2,15370.9
1997-07-15,925.76,20069,4899.3,2950.7,4139.7,15487.2
1997-07-16,936.59,20359,4964.2,2988,4223.7,15446
1997-07-17,931.61,20519,4949,2958.6,4203.9,15706.3
1997-07-18,915.3,20249,4877.2,2876.7,4131.9,15570.4
1997-07-21,912.94,20249,4805.7,2874.1,4140,15536.3
1997-07-22,933.98,20157,4846.7,2921.1,4297.6,15446.8
1997-07-23,936.56,20131,4874.5,3003.5,4384.8,15738.8
1997-07-24,940.3,20286,4862.9,2973.5,4320.5,15709.2
1997-07-25,938.79,20390,4851.5,3025.9,4368.5,15658.1
1997-07-28,936.45,20575,4862.6,3022.2,4400.3,15666.6
1997-07-29,942.29,20403,4876.6,3023.6,4377.7,15772.1
1997-07-30,952.29,20213,4927.3,3069.3,4458.7,15983.2
1997-07-31,954.31,20331,4907.5,3075.7,4405.5,16365.7
1997-08-01,947.14,19804,4899.3,3049.5,4337,16379.2
1997-08-04,950.3,19668,4895.7,2992.4,4302.5,16259.6
1997-08-05,952.37,19514,4960.6,2984.1,4325.9,16371.5
1997-08-06,960.32,19702,5026.2,3037.1,4364.3,16541.6
1997-08-07,951.19,19476,5086.8,3056.3,4428.1,16673.3
1997-08-08,933.54,19604,5031.3,2996.3,4342.3,16647.5
1997-08-11,937,18824,5031.9,2983.4,4333.2,16460.5
1997-08-12,926.53,19099,5075.8,2998.6,4377.5,16383.4
1997-08-13,922.02,19009,5003.6,2924,4237.1,16482.9
1997-08-14,924.77,19222,4991.3,2921.8,4195.5,16497.7
1997-08-15,900.81,19326,4865.8,2921.8,4077.6,16096.9
1997-08-18,912.49,19041,4835,2870.1,4080.6,16096.9
1997-08-19,926.01,18961,4914.2,2936.2,4190.5,15477.3
1997-08-20,939.35,19252,4958.4,2979.3,4251.9,15855.7
1997-08-21,925.05,19157,4978,2957.2,4204.8,15654
1997-08-22,923.54,18650,4901.1,2904.2,4090.1,15429.8
1997-08-25,920.16,18656,4901.1,2898.6,4076.8,15598.9
1997-08-26,913.02,18815,4886.3,2869.3,3993.7,15547.2
1997-08-27,913.7,18442,4906.9,2871.7,3992,15534
1997-08-28,903.67,18451,4845.4,2828.4,3897.4,14876.1
1997-08-29,899.47,18229,4817.5,2770.5,3919.8,14135.2
1997-09-01,899.47,17974,4870.2,2805.8,4001.8,13425.7
1997-09-02,927.58,18233,4952.2,2921.2,4127.3,13735.3
1997-09-03,927.86,18735,4976.9,2918,4062.1,14714
1997-09-04,930.87,18615,4991.3,2927,4093.4,14199.2
1997-09-05,929.05,18650,4994.2,2924.5,4073.7,14563.6
1997-09-08,931.2,18634,4985.2,2940.9,4131.3,14806.5
1997-09-09,933.62,18696,4950.5,2919.7,4104.6,14996.7
1997-09-10,919.03,18705,4905.2,2874.6,4028,14805.4
1997-09-11,912.59,18282,4854.8,2843.6,3890.2,14308.3
1997-09-12,923.91,17966,4848.2,2834.1,3796.6,14470.5
1997-09-15,919.77,17966,4902.9,2898.6,3869.5,14630.7
1997-09-16,945.64,17975,4976.4,2940.6,3995.7,14411.2
1997-09-17,943,17683,5013.1,2944,3970.4,14411.2
1997-09-18,947.29,17930,5046.2,2978.4,4004,14419.5
1997-09-19,950.51,18058,5023.8,2977.2,3983.1,14384.1
1997-09-22,955.43,18201,5075.7,3017.5,4096.9,14108.1
1997-09-23,951.93,18201,5027.5,2997.2,4091.8,14094.4
1997-09-24,944.48,18420,5077.2,3023.7,4151,14205.4
1997-09-25,937.91,18342,5065.5,3005.4,4104.9,14636.6
1997-09-26,945.22,17995,5226.3,2985.6,4135.1,14710.9
1997-09-29,953.34,17987,5220.3,2989,4116.5,14864.4
1997-09-30,947.28,17888,5244.2,3008.3,4154.9,15049.3
1997-10-01,955.41,17842,5317.1,3054.9,4263,15049.3
1997-10-02,960.46,17455,5296.1,3052.1,4266.2,15049.3
1997-10-03,965.03,17647,5330.8,3094,4266.2,15128
1997-10-06,972.69,17825,5300,3078,4326.4,14776.8
1997-10-07,983.12,17511,5305.6,3064.4,4311.1,14810.8
1997-10-08,973.84,17619,5262.1,3024.1,4267.4,14838.5
1997-10-09,970.62,17377,5217.8,2960.7,4179.9,14273.1
1997-10-10,966.98,17377,5227.3,2955.1,4164.6,14273.1
1997-10-13,968.1,17205,5300.1,3002.9,4225.3,14072.9
1997-10-14,970.28,17306,5298.9,3002.5,4215.2,13836.6
1997-10-15,965.72,17331,5263.7,2992.2,4168.6,13384.2
