ESCBFX,AUD,CAD,CHF,GBP,HKD,JPY,USD
2002-05-10,1.677,1.4234,1.4547,0.6239,7.1113,116.6,0.9118
2002-05-13,1.6686,1.4199,1.4543,0.6244,7.1112,116.42,0.9118
2002-05-14,1.6596,1.4127,1.4554,0.624,7.0675,116.17,0.9062
2002-05-15,1.6533,1.4081,1.4562,0.6228,7.0426,115.83,0.903
2002-05-16,1.661,1.4184,1.4559,0.6253,7.1155,116.3,0.9124
2002-05-17,1.6605,1.4189,1.4568,0.6279,7.1375,115.65,0.9152
2002-05-20,1.6684,1.4182,1.4538,0.6302,7.1765,115.59,0.9202
2002-05-21,1.6591,1.4169,1.4525,0.6321,7.1887,115.02,0.9213
2002-05-22,1.6598,1.4251,1.4526,0.634,7.2225,115.15,0.926
2002-05-23,1.6598,1.4162,1.4537,0.6323,7.1859,115.28,0.9213
2002-05-24,1.6578,1.4157,1.458,0.6327,7.1664,114.94,0.9188
2002-05-27,1.6516,1.4114,1.459,0.6318,7.168,114.83,0.919
2002-05-28,1.6503,1.4184,1.4627,0.6344,7.2188,115.31,0.9255
2002-05-29,1.6494,1.4244,1.4658,0.6373,7.2695,115.87,0.932
2002-05-30,1.66,1.4383,1.4657,0.6395,7.3123,115.76,0.9375
2002-05-31,1.6514,1.4382,1.4644,0.6405,7.3216,116.39,0.9387
2002-06-03,1.6424,1.4287,1.4673,0.6402,7.264,115.67,0.9313
2002-06-04,1.64,1.4417,1.4682,0.645,7.3591,116.44,0.9435
2002-06-05,1.636,1.4375,1.4704,0.643,7.3092,116.55,0.9371
2002-06-06,1.6401,1.4366,1.4744,0.6438,7.3208,117.13,0.9386
2002-06-07,1.6482,1.4475,1.471,0.6465,7.3725,117.56,0.9452
2002-06-10,1.6583,1.4527,1.4725,0.6473,7.3778,117.93,0.9459
2002-06-11,1.6623,1.4516,1.4752,0.643,7.345,118.14,0.9417
2002-06-12,1.6594,1.4541,1.4774,0.6431,7.3723,118.73,0.9452
2002-06-13,1.6568,1.4491,1.4762,0.6404,7.3451,118.24,0.9417
2002-06-14,1.672,1.4648,1.4752,0.642,7.3928,117.75,0.9478
2002-06-17,1.6899,1.4594,1.4765,0.6386,7.3521,117.1,0.9426
2002-06-18,1.6836,1.4635,1.4762,0.6393,7.3975,118.13,0.9484
2002-06-19,1.6891,1.4747,1.474,0.6408,7.4575,118.37,0.9561
2002-06-20,1.686,1.4737,1.47,0.6422,7.4817,118.68,0.9592
2002-06-21,1.6831,1.4728,1.4693,0.6444,7.516,117.92,0.9636
2002-06-24,1.6952,1.4836,1.4694,0.6501,7.6291,118.62,0.9781
2002-06-25,1.7026,1.4777,1.4688,0.6464,7.5753,118.2,0.9712
2002-06-26,1.727,1.4995,1.4658,0.6491,7.7352,118.54,0.9917
2002-06-27,1.743,1.4844,1.4722,0.646,7.6627,118.07,0.9824
2002-06-28,1.7702,1.5005,1.4721,0.6498,7.7805,118.2,0.9975
2002-07-01,1.7667,1.504,1.4699,0.6469,7.732,118.72,0.9913
2002-07-02,1.7563,1.5032,1.4663,0.6432,7.6736,118.51,0.9838
2002-07-03,1.7526,1.4943,1.462,0.6421,7.6284,117.44,0.978
2002-07-04,1.7608,1.4995,1.4646,0.6414,7.6362,117.46,0.979
2002-07-05,1.745,1.4875,1.4659,0.6412,7.5853,116.98,0.9725
2002-07-08,1.7445,1.497,1.4688,0.6422,7.6657,116.8,0.9828
2002-07-09,1.7536,1.511,1.4721,0.6425,7.7451,117.32,0.993
2002-07-10,1.7405,1.5034,1.4719,0.6396,7.7203,116.7,0.9898
2002-07-11,1.766,1.5001,1.4673,0.6379,7.6719,115.43,0.9836
2002-07-12,1.7647,1.5063,1.4681,0.6382,7.7008,115.62,0.9873
2002-07-15,1.7839,1.5371,1.4694,0.6413,7.8186,116.22,1.0024
2002-07-16,1.8054,1.5574,1.4675,0.6438,7.8989,117.18,1.0127
2002-07-17,1.8143,1.5512,1.466,0.6432,7.8499,117.39,1.0064
2002-07-18,1.8225,1.5502,1.4642,0.6428,7.8452,117.7,1.0058
2002-07-19,1.8271,1.5563,1.4635,0.643,7.9138,117.74,1.0146
2002-07-22,1.8243,1.5596,1.4559,0.6411,7.867,117.33,1.0086
2002-07-23,1.823,1.5625,1.4549,0.6329,7.7297,116.37,0.991
2002-07-24,1.8494,1.5742,1.4517,0.6331,7.7336,115.72,0.9915
2002-07-25,1.8495,1.5713,1.4494,0.636,7.8108,116.8,1.0014
2002-07-26,1.8548,1.5722,1.4502,0.6337,7.8061,117.55,1.0008
2002-07-29,1.8213,1.5527,1.4529,0.6285,7.6602,117.42,0.9821
2002-07-30,1.8055,1.5456,1.4579,0.6294,7.6712,117.64,0.9835
2002-07-31,1.7885,1.5425,1.4546,0.6261,7.6306,117.42,0.9783
2002-08-01,1.8121,1.5461,1.4505,0.6274,7.6127,116.94,0.976
2002-08-02,1.8277,1.5688,1.4504,0.6295,7.7008,117.62,0.9873
2002-08-05,1.8327,1.5606,1.4543,0.6297,7.672,117.1,0.9836
2002-08-06,1.8391,1.5486,1.4546,0.6279,7.5574,117.12,0.9689
2002-08-07,1.8206,1.5313,1.459,0.6311,7.5644,116.89,0.9698
2002-08-08,1.8113,1.5228,1.4621,0.6335,7.5557,116.92,0.9687
2002-08-09,1.8153,1.529,1.4588,0.6355,7.5885,117.17,0.9729
2002-08-12,1.8083,1.5368,1.4618,0.6386,7.6285,116.53,0.978
2002-08-13,1.8217,1.5435,1.4644,0.6391,7.6431,116.54,0.9799
2002-08-14,1.8312,1.5426,1.4596,0.6394,7.6883,114.9,0.9857
2002-08-15,1.8069,1.5252,1.4626,0.6381,7.6268,114.82,0.9777
2002-08-16,1.802,1.5315,1.4645,0.6403,7.6634,115.37,0.9825
2002-08-19,1.8018,1.5249,1.4673,0.638,7.6431,116.15,0.9799
2002-08-20,1.794,1.5387,1.4694,0.6416,7.6377,116.3,0.9792
2002-08-21,1.79,1.5308,1.4692,0.6406,7.6142,115.81,0.9762
2002-08-22,1.8087,1.5224,1.4691,0.6395,7.6205,116.24,0.977
2002-08-23,1.784,1.5105,1.4724,0.6384,7.5636,116.3,0.9697
2002-08-26,1.7845,1.5097,1.4699,0.6382,7.5666,116.13,0.9701
2002-08-27,1.7666,1.5154,1.4697,0.64,7.6236,115.46,0.9774
2002-08-28,1.7782,1.5283,1.4706,0.6394,7.6643,116.02,0.9826
2002-08-29,1.783,1.534,1.4702,0.6383,7.6774,116.04,0.9843
2002-08-30,1.78,1.5315,1.4694,0.6352,7.6697,116.35,0.9833
2002-09-02,1.7803,1.5301,1.4714,0.6343,7.6603,116.08,0.9821
2002-09-03,1.8016,1.539,1.4698,0.6363,7.7297,116.23,0.991
2002-09-04,1.8262,1.5444,1.4646,0.6354,7.7585,117.05,0.9947
2002-09-05,1.832,1.5691,1.4582,0.6354,7.7805,117.34,0.9975
2002-09-06,1.8222,1.5558,1.459,0.63255,7.736,117.32,0.9918
2002-09-09,1.7935,1.529,1.4576,0.6287,7.6395,116.79,0.9794
2002-09-10,1.775,1.5315,1.4603,0.6281,7.613,116.44,0.976
2002-09-11,1.7826,1.5386,1.4624,0.6264,7.6042,116.93,0.9749
2002-09-12,1.7646,1.5425,1.4656,0.6274,7.61,117.17,0.9757
2002-09-13,1.7793,1.5521,1.4679,0.6286,7.651,117.94,0.981
2002-09-16,1.7692,1.5318,1.4684,0.628,7.5522,118.3,0.9683
2002-09-17,1.7683,1.5217,1.4717,0.6297,7.5257,118.64,0.9649
2002-09-18,1.7764,1.543,1.469,0.6316,7.5851,118.5,0.9725
2002-09-19,1.7778,1.5416,1.4678,0.6314,7.6545,118.85,0.9814
2002-09-20,1.7919,1.5403,1.4662,0.6333,7.6359,120.66,0.979
2002-09-23,1.7982,1.547,1.4636,0.6319,7.6681,121.04,0.9831
2002-09-24,1.8087,1.5617,1.4626,0.6311,7.6657,121.02,0.9828
2002-09-25,1.7913,1.5495,1.4645,0.6271,7.621,119.99,0.9771
2002-09-26,1.8021,1.5461,1.4644,0.6274,7.6406,120.22,0.9796
2002-09-27,1.7948,1.5409,1.4666,0.6282,7.6275,119.81,0.9779
2002-09-30,1.8101,1.5566,1.4611,0.6295,7.6905,119.67,0.986
2002-10-01,1.8185,1.5639,1.4574,0.6277,7.691,120.67,0.9861
2002-10-02,1.8067,1.5556,1.4604,0.6279,7.6709,120.94,0.9835
2002-10-03,1.8179,1.5733,1.4597,0.6296,7.714,121.47,0.989
2002-10-04,1.8024,1.5665,1.4618,0.629,7.6944,121.11,0.9865
2002-10-07,1.7832,1.5608,1.4621,0.6265,7.65,121.84,0.9808
2002-10-08,1.7878,1.559,1.4671,0.6266,7.6436,121.73,0.98
2002-10-09,1.7925,1.5668,1.4666,0.6318,7.6546,121.89,0.9814
2002-10-10,1.7998,1.5719,1.4626,0.6317,7.7023,122.08,0.9875
2002-10-11,1.7981,1.5648,1.4636,0.6321,7.6884,122.53,0.9857
2002-10-14,1.8063,1.5648,1.4622,0.6322,7.7007,122.57,0.9873
2002-10-15,1.7948,1.5531,1.4672,0.631,7.6514,122.56,0.981
2002-10-16,1.7947,1.559,1.4681,0.6318,7.6612,121.86,0.9823
2002-10-17,1.774,1.539,1.4669,0.62665,7.6146,121.34,0.9763
2002-10-18,1.7665,1.5304,1.4682,0.6283,7.5924,121.83,0.9735
2002-10-21,1.7616,1.53,1.4693,0.63,7.6024,121.53,0.9748
2002-10-22,1.7643,1.527,1.4693,0.6315,7.6181,122.32,0.9768
2002-10-23,1.7668,1.5331,1.4662,0.6313,7.6235,121.17,0.9775
2002-10-24,1.7543,1.5221,1.4675,0.6295,7.5947,121.08,0.9738
2002-10-25,1.7572,1.5277,1.4663,0.6286,7.614,121.21,0.9763
2002-10-28,1.7501,1.5237,1.468,0.6299,7.6001,121.53,0.9745
2002-10-29,1.7579,1.5329,1.4657,0.6307,7.6588,121.21,0.982
2002-10-30,1.7741,1.5365,1.4649,0.6317,7.663,120.65,0.9825
2002-10-31,1.7813,1.5449,1.4633,0.6326,7.6932,121.04,0.9864
2002-11-01,1.7915,1.5531,1.4606,0.6368,7.7793,121.58,0.9974
2002-11-04,1.7726,1.5483,1.4633,0.639,7.7557,121.85,0.9944
2002-11-05,1.7815,1.5601,1.4613,0.6413,7.8177,121.95,1.0024
2002-11-06,1.7756,1.5507,1.4633,0.6394,7.7643,121.84,0.9955
2002-11-07,1.7758,1.5536,1.4641,0.6384,7.8093,121.98,1.0013
2002-11-08,1.7861,1.5752,1.4633,0.6375,7.8827,121.95,1.0107
2002-11-11,1.8075,1.5905,1.4632,0.637,7.8976,120.9,1.0126
2002-11-12,1.7952,1.5844,1.4616,0.6358,7.8628,120.61,1.0081
2002-11-13,1.7983,1.5899,1.4632,0.6343,7.8525,120.8,1.0068
2002-11-14,1.7935,1.5911,1.4651,0.6355,7.874,120.85,1.0095
2002-11-15,1.7805,1.5869,1.4664,0.6362,7.8222,121.05,1.0029
2002-11-18,1.7896,1.5934,1.4676,0.6374,7.8503,121.98,1.0065
2002-11-19,1.7988,1.6101,1.4681,0.6373,7.8968,122.75,1.0125
2002-11-20,1.7915,1.5866,1.4675,0.6364,7.8144,122.67,1.0019
2002-11-21,1.7845,1.5851,1.4687,0.6356,7.8258,122.75,1.0034
2002-11-22,1.7788,1.5837,1.4718,0.6335,7.8176,122.88,1.0024
2002-11-25,1.7692,1.5597,1.4746,0.6326,7.7245,121.84,0.9905
2002-11-26,1.7698,1.5573,1.4736,0.6345,7.7283,120.92,0.991
2002-11-27,1.7829,1.5628,1.4757,0.6413,7.7416,120.57,0.9927
2002-11-28,1.7806,1.5634,1.4746,0.6395,7.7471,121.37,0.9934
2002-11-29,1.7755,1.5586,1.4754,0.6395,7.7417,121.56,0.9927
2002-12-02,1.7649,1.5364,1.4774,0.6382,7.6981,123.14,0.9871
2002-12-03,1.7827,1.5516,1.4721,0.6374,7.7728,124.08,0.9967
2002-12-04,1.7854,1.5607,1.4721,0.6367,7.8125,124.75,1.0018
2002-12-05,1.7813,1.5578,1.4727,0.6364,7.7915,125.18,0.9991
2002-12-06,1.7847,1.5591,1.4717,0.6377,7.8032,125.02,1.0006
2002-12-09,1.7927,1.5752,1.4737,0.6393,7.8712,123.65,1.0093
2002-12-10,1.7946,1.5768,1.4736,0.6416,7.8854,124.66,1.0111
2002-12-11,1.7955,1.5693,1.474,0.6406,7.8513,124.18,1.0067
2002-12-12,1.7942,1.5775,1.4768,0.6437,7.921,124.55,1.0156
2002-12-13,1.805,1.5892,1.4768,0.6445,7.971,124.46,1.0221
2002-12-16,1.807,1.5959,1.477,0.6426,7.9639,123.64,1.0212
2002-12-17,1.814,1.6047,1.4732,0.6445,8.038,124.4,1.0307
2002-12-18,1.812,1.5882,1.4663,0.6403,7.9851,124.35,1.024
2002-12-19,1.8165,1.5965,1.4635,0.6403,8.0109,123.87,1.0273
2002-12-20,1.8145,1.5899,1.4619,0.6399,7.9966,123.79,1.0255
2002-12-23,1.829,1.5962,1.458,0.6446,8.0184,123.35,1.0282
2002-12-24,1.8262,1.5976,1.4538,0.6467,8.0295,123.78,1.0296
2002-12-25,1.8262,1.5976,1.4538,0.6467,8.0295,123.78,1.0296
2002-12-26,1.8262,1.5976,1.4538,0.6467,8.0295,123.78,1.0296
2002-12-27,1.8446,1.6274,1.4567,0.648,8.092,124.45,1.0376
2002-12-30,1.8515,1.6381,1.4548,0.65,8.128,124.27,1.0422
2002-12-31,1.8556,1.655,1.4524,0.6505,8.1781,124.39,1.0487
2003-01-01,1.8556,1.655,1.4524,0.6505,8.1781,124.39,1.0487
2003-01-02,1.8554,1.6422,1.4528,0.652,8.1445,124.4,1.0446
2003-01-03,1.844,1.6264,1.4555,0.65,8.1047,124.56,1.0392
2003-01-06,1.8281,1.6383,1.4563,0.6495,8.1797,124.4,1.0488
2003-01-07,1.816,1.6257,1.4565,0.6496,8.1307,124.82,1.0425
2003-01-08,1.8132,1.6231,1.4586,0.6495,8.0936,124.9,1.0377
2003-01-09,1.8172,1.6371,1.4597,0.653,8.1946,125.16,1.0507
2003-01-10,1.8107,1.6285,1.4602,0.6534,8.1915,125.72,1.0503
2003-01-13,1.8109,1.6248,1.4613,0.6568,8.2272,125.74,1.0549
2003-01-14,1.8115,1.6301,1.4623,0.6583,8.2491,125.04,1.0577
2003-01-15,1.8024,1.6234,1.4636,0.6592,8.2093,124.47,1.0526
2003-01-16,1.8028,1.62,1.4626,0.6585,8.2388,124.74,1.0564
2003-01-17,1.8012,1.6304,1.4598,0.6582,8.3073,125.34,1.0652
2003-01-20,1.8056,1.6367,1.4608,0.6635,8.3082,125.96,1.0653
2003-01-21,1.8134,1.6362,1.4614,0.6626,8.3084,126.5,1.0653
2003-01-22,1.8273,1.6408,1.4622,0.6645,8.3591,126.51,1.0718
2003-01-23,1.819,1.6409,1.4635,0.6638,8.3894,126.99,1.0757
2003-01-24,1.8235,1.6448,1.4666,0.6606,8.4105,127.4,1.0784
2003-01-27,1.8338,1.6504,1.4673,0.6647,8.4781,127.92,1.087
2003-01-28,1.8367,1.6501,1.4692,0.6597,8.4297,128.08,1.0808
2003-01-29,1.8395,1.6543,1.4678,0.6599,8.4768,128.49,1.0868
2003-01-30,1.8285,1.641,1.4702,0.6534,8.3831,128.23,1.0748
2003-01-31,1.8397,1.6562,1.4678,0.6557,8.4363,129.17,1.0816
2003-02-03,1.8405,1.6303,1.4684,0.6553,8.3685,129.27,1.0729
2003-02-04,1.8361,1.6415,1.4673,0.6571,8.4407,129.95,1.0822
2003-02-05,1.8425,1.6523,1.4666,0.6607,8.5094,130.3,1.091
2003-02-06,1.8312,1.648,1.4666,0.6592,8.4335,129.62,1.0813
2003-02-07,1.8281,1.6434,1.4667,0.6628,8.415,129.49,1.0789
2003-02-10,1.823,1.6458,1.4658,0.6614,8.4296,130.23,1.0808
2003-02-11,1.818,1.6366,1.4669,0.6606,8.35,130.04,1.0706
2003-02-12,1.813,1.6403,1.4674,0.6638,8.3695,129.96,1.0731
2003-02-13,1.8216,1.6411,1.4688,0.6644,8.3907,130.38,1.0758
2003-02-14,1.8186,1.6393,1.4692,0.6677,8.4179,130.04,1.0793
2003-02-17,1.8178,1.6315,1.4725,0.6704,8.3578,128.83,1.0716
2003-02-18,1.814,1.6325,1.4701,0.6713,8.3564,127.32,1.0714
2003-02-19,1.808,1.6229,1.4722,0.6727,8.3587,127.56,1.0717
2003-02-20,1.8059,1.6212,1.4707,0.67445,8.3945,127.84,1.0763
2003-02-21,1.8081,1.6316,1.4673,0.679,8.4528,128.7,1.0838
2003-02-24,1.781,1.6054,1.4692,0.68,8.3615,126.35,1.0721
2003-02-25,1.7789,1.6059,1.4649,0.684,8.4025,126.22,1.0774
2003-02-26,1.7757,1.6081,1.4612,0.6822,8.386,126.21,1.0753
2003-02-27,1.7802,1.612,1.463,0.6842,8.4398,126.45,1.0822
2003-02-28,1.7816,1.6088,1.4629,0.6842,8.409,127.32,1.0782
2003-03-03,1.7653,1.6028,1.4621,0.6853,8.4227,127.42,1.08
2003-03-04,1.7808,1.6209,1.4595,0.6899,8.5155,128.38,1.0919
2003-03-05,1.7778,1.6157,1.459,0.6876,8.5524,128.77,1.0966
2003-03-06,1.784,1.6137,1.464,0.6831,8.5499,128.73,1.0963
2003-03-07,1.7898,1.617,1.4653,0.6867,8.609,128.68,1.1039
2003-03-10,1.7948,1.6161,1.4686,0.6905,8.6114,128.71,1.1042
2003-03-11,1.8143,1.6209,1.4664,0.6908,8.6411,129.34,1.108
2003-03-12,1.8446,1.624,1.4674,0.6835,8.6006,129.21,1.1028
2003-03-13,1.8346,1.6117,1.4689,0.6771,8.4728,128.6,1.0864
2003-03-14,1.8075,1.6034,1.4677,0.6777,8.403,127.7,1.0775
2003-03-17,1.8011,1.5878,1.4671,0.6827,8.4238,127.16,1.0801
2003-03-18,1.7973,1.5708,1.4714,0.6774,8.2561,126.06,1.0586
2003-03-19,1.7863,1.5675,1.4713,0.6787,8.2437,126.08,1.057
2003-03-20,1.788,1.5696,1.4714,0.677,8.2607,127.47,1.0592
2003-03-21,1.7831,1.5654,1.4756,0.6757,8.2449,127.82,1.0572
2003-03-24,1.7928,1.5808,1.475,0.6763,8.2933,128.28,1.0634
2003-03-25,1.7908,1.5769,1.472,0.6784,8.338,128.22,1.0691
2003-03-26,1.783,1.5669,1.4739,0.6779,8.319,128.19,1.0667
2003-03-27,1.7852,1.5711,1.4793,0.6811,8.3631,128.39,1.0723
2003-03-28,1.7853,1.5736,1.4766,0.6865,8.3684,128.89,1.073
2003-03-31,1.8076,1.6037,1.4764,0.6896,8.4975,129.18,1.0895
2003-04-01,1.8048,1.5995,1.4768,0.6908,8.4943,128.8,1.0891
2003-04-02,1.8023,1.6019,1.4827,0.6877,8.4465,128.72,1.083
2003-04-03,1.7936,1.5773,1.4854,0.6853,8.3468,127.85,1.0702
2003-04-04,1.7842,1.5824,1.4865,0.6844,8.3611,128.7,1.072
2003-04-07,1.7812,1.5758,1.4873,0.6828,8.2534,127.82,1.0582
2003-04-08,1.7768,1.576,1.4859,0.6872,8.3141,127.9,1.066
2003-04-09,1.7807,1.5773,1.4878,0.6902,8.3782,128.86,1.0742
2003-04-10,1.7837,1.5813,1.4948,0.69,8.4272,129.18,1.0805
2003-04-11,1.7765,1.5619,1.4974,0.6842,8.3726,129.13,1.0735
2003-04-14,1.7826,1.5657,1.4966,0.6827,8.3742,129.68,1.0737
2003-04-15,1.7831,1.5696,1.4999,0.6857,8.4108,129.79,1.0784
2003-04-16,1.7724,1.5681,1.5021,0.6877,8.4516,130.39,1.0836
2003-04-17,1.7789,1.5881,1.4998,0.6917,8.5172,130.29,1.092
2003-04-18,1.7789,1.5881,1.4998,0.6917,8.5172,130.29,1.092
2003-04-21,1.7789,1.5881,1.4998,0.6917,8.5172,130.29,1.092
2003-04-22,1.7659,1.5904,1.5058,0.6961,8.557,131.37,1.0971
2003-04-23,1.7646,1.5845,1.5068,0.6935,8.5357,131.63,1.0944
2003-04-24,1.7819,1.6112,1.5055,0.6915,8.5858,132.03,1.1008
2003-04-25,1.782,1.599,1.5021,0.6914,8.5586,132.73,1.0973
2003-04-28,1.7759,1.5951,1.5039,0.6914,8.5989,132.54,1.1025
2003-04-29,1.7726,1.5927,1.5075,0.6891,8.5449,131.91,1.0956
2003-04-30,1.7822,1.6038,1.5131,0.697,8.681,132.98,1.1131
2003-05-01,1.7822,1.6038,1.5131,0.697,8.681,132.98,1.1131
2003-05-02,1.7802,1.5925,1.5104,0.6998,8.7653,133.4,1.1239
2003-05-05,1.7746,1.5926,1.5134,0.6996,8.7489,133.46,1.1218
2003-05-06,1.7801,1.5956,1.5144,0.7044,8.8393,133.92,1.1344
2003-05-07,1.7805,1.5889,1.514,0.7121,8.9119,133.62,1.1427
2003-05-08,1.7839,1.5984,1.5046,0.7119,8.9166,132.78,1.1435
2003-05-09,1.7806,1.6049,1.5074,0.7156,8.9424,134.76,1.1466
2003-05-12,1.7868,1.6107,1.5133,0.7197,9.0443,135.05,1.1597
2003-05-13,1.782,1.6015,1.5165,0.7165,8.983,134.41,1.1518
2003-05-14,1.781,1.5977,1.5129,0.7118,8.9677,134.25,1.1499
2003-05-15,1.7756,1.5759,1.5103,0.7072,8.9364,132.85,1.1458
2003-05-16,1.7736,1.5769,1.5074,0.7065,8.9628,133.53,1.1492
2003-05-19,1.7808,1.5846,1.5135,0.7132,9.0871,135.93,1.1652
2003-05-20,1.7756,1.5777,1.5123,0.713,9.0811,136.36,1.1644
2003-05-21,1.7775,1.5783,1.5077,0.7116,9.1162,136.95,1.1689
2003-05-22,1.7795,1.5902,1.5124,0.7163,9.1404,137.1,1.172
2003-05-23,1.786,1.6273,1.5216,0.7201,9.1949,137.87,1.179
2003-05-26,1.7953,1.6279,1.5262,0.721,9.2124,138.53,1.1813
2003-05-27,1.8041,1.6366,1.5279,0.7235,9.2812,138.93,1.1901
2003-05-28,1.8008,1.6243,1.5237,0.7184,9.154,138.86,1.1738
2003-05-29,1.8256,1.6294,1.5288,0.7158,9.1685,139.53,1.1756
2003-05-30,1.8136,1.6214,1.5277,0.7196,9.2195,140.31,1.1822
2003-06-02,1.7906,1.6058,1.5277,0.7175,9.1027,138.65,1.1672
2003-06-03,1.7806,1.6034,1.5364,0.7173,9.1423,139.45,1.1723
2003-06-04,1.7582,1.586,1.5366,0.7172,9.1172,138.6,1.1691
2003-06-05,1.7678,1.5932,1.5437,0.7121,9.1828,139.28,1.1775
2003-06-06,1.7822,1.5979,1.5444,0.7093,9.2125,139.28,1.1813
2003-06-09,1.7775,1.6014,1.5454,0.7083,9.1461,138.62,1.1726
2003-06-10,1.7768,1.59,1.5422,0.7065,9.1235,138.22,1.1699
2003-06-11,1.778,1.5937,1.5378,0.7047,9.1619,138.4,1.1748
2003-06-12,1.7696,1.5883,1.5384,0.70215,9.1513,138.14,1.1734
2003-06-13,1.768,1.5826,1.5487,0.7053,9.1647,138.44,1.1751
2003-06-16,1.773,1.5825,1.5429,0.7046,9.2446,139.43,1.1854
2003-06-17,1.764,1.5868,1.541,0.702,9.2002,139.34,1.1797
2003-06-18,1.7459,1.5727,1.5463,0.6965,9.1238,138.69,1.1699
2003-06-19,1.7425,1.5762,1.5518,0.6965,9.0897,138.52,1.1655
2003-06-20,1.737,1.5661,1.5429,0.6966,9.0896,137.94,1.1655
2003-06-23,1.7368,1.5755,1.5343,0.6947,8.9989,136.19,1.1539
2003-06-24,1.7381,1.5676,1.5317,0.694,9.019,136.33,1.1565
2003-06-25,1.7271,1.5628,1.5323,0.6915,9.008,135.68,1.1551
2003-06-26,1.7174,1.5474,1.5394,0.687,8.9149,135.78,1.1432
2003-06-27,1.7166,1.5448,1.5452,0.6901,8.8999,136.76,1.1413
2003-06-30,1.7116,1.5506,1.5544,0.6932,8.911,137.32,1.1427
2003-07-01,1.7081,1.5541,1.5582,0.69605,9.0018,138.2,1.1543
2003-07-02,1.702,1.5594,1.5516,0.6937,8.9952,137.36,1.1535
2003-07-03,1.6863,1.5394,1.5517,0.6896,8.9344,135.73,1.1457
2003-07-04,1.6863,1.5341,1.55,0.68675,8.9414,135.4,1.1466
2003-07-07,1.6675,1.5306,1.5546,0.68855,8.8587,134.12,1.136
2003-07-08,1.695,1.5368,1.5516,0.6907,8.8326,133.78,1.1326
2003-07-09,1.7193,1.5488,1.5432,0.6958,8.8554,134.1,1.1355
2003-07-10,1.7357,1.5724,1.5489,0.6981,8.8458,133.51,1.1342
2003-07-11,1.7194,1.5575,1.5485,0.69185,8.8247,133.25,1.1315
2003-07-14,1.7116,1.5577,1.5514,0.695,8.814,132.93,1.1299
2003-07-15,1.717,1.5584,1.5515,0.70325,8.8286,132.81,1.1319
2003-07-16,1.7102,1.5542,1.5457,0.7013,8.687,131.93,1.1138
2003-07-17,1.7152,1.5637,1.5359,0.7051,8.7594,133.29,1.1231
2003-07-18,1.7303,1.5754,1.5366,0.70445,8.7389,133.49,1.1205
2003-07-21,1.7416,1.5886,1.538,0.7089,8.8007,133.84,1.1284
2003-07-22,1.7372,1.5951,1.5434,0.7083,8.8467,135.18,1.1343
2003-07-23,1.74,1.6125,1.545,0.711,8.8917,135.67,1.1401
2003-07-24,1.7282,1.6011,1.5494,0.7116,8.9431,136.5,1.1467
2003-07-25,1.7308,1.5994,1.5479,0.711,8.9509,136.46,1.1477
2003-07-28,1.7322,1.5901,1.5481,0.7068,8.9604,137.23,1.1489
2003-07-29,1.726,1.5876,1.5484,0.7062,8.9392,137.26,1.1462
2003-07-30,1.7373,1.5922,1.5494,0.7044,8.9065,136.97,1.142
2003-07-31,1.7455,1.5867,1.5464,0.7019,8.8271,135.72,1.1318
2003-08-01,1.7258,1.5709,1.5303,0.6962,8.7109,134.63,1.1169
2003-08-04,1.7374,1.582,1.5367,0.7015,8.8185,136.28,1.1307
2003-08-05,1.758,1.5958,1.5321,0.7045,8.8388,136.49,1.1333
2003-08-06,1.7572,1.5942,1.5344,0.705,8.885,136.95,1.1392
2003-08-07,1.7527,1.592,1.5372,0.70635,8.8547,136.11,1.1353
2003-08-08,1.7384,1.5813,1.5367,0.70335,8.8337,134.83,1.1326
2003-08-11,1.7214,1.5722,1.5383,0.70545,8.8093,133.86,1.1295
2003-08-12,1.7195,1.5656,1.5426,0.7065,8.8225,134.04,1.1312
2003-08-13,1.7217,1.5615,1.5462,0.7032,8.7951,134.25,1.1277
2003-08-14,1.718,1.5575,1.5474,0.7012,8.7896,134.76,1.127
2003-08-15,1.7089,1.5659,1.5438,0.70375,8.7758,134,1.1247
2003-08-18,1.6965,1.5543,1.5454,0.7033,8.7257,133.93,1.1188
2003-08-19,1.6925,1.5477,1.5483,0.6991,8.6292,132.32,1.1065
2003-08-20,1.6911,1.551,1.543,0.6974,8.6633,131.46,1.1109
2003-08-21,1.6716,1.5476,1.5424,0.6944,8.5854,129.76,1.1009
2003-08-22,1.6758,1.5375,1.5422,0.6919,8.4957,128.37,1.0894
2003-08-25,1.6723,1.5271,1.54,0.6909,8.4913,127.85,1.0888
2003-08-26,1.6809,1.5163,1.537,0.6918,8.4355,127.06,1.0816
2003-08-27,1.7039,1.5269,1.5372,0.6943,8.5065,128.62,1.0907
2003-08-28,1.6941,1.5225,1.5415,0.69035,8.4449,127.11,1.0828
2003-08-29,1.7012,1.5263,1.5369,0.6926,8.5222,127.26,1.0927
2003-09-01,1.6981,1.5118,1.537,0.6981,8.5518,127.58,1.0965
2003-09-02,1.692,1.5072,1.5359,0.6921,8.4616,126.94,1.0849
2003-09-03,1.6938,1.5051,1.5318,0.69,8.4092,125.4,1.0783
2003-09-04,1.6943,1.4965,1.5379,0.6887,8.4373,126.39,1.0818
2003-09-05,1.6993,1.5002,1.5405,0.6919,8.5192,127.64,1.0923
